번호,종목코드,기업명,업종코드,업종,상장주식수(주),자본금(원),액면가(원),통화구분,대표전화,주소
1214,043340,에쎈테크,032901,일반 목적용 기계 제조업,"72,000,000","36,000,000,000",500,원(KRW),032 -818 -7863,인천광역시 남동구 남동서로 315 (남촌동)
1215,023960,에쓰씨엔지니어링,064102,토목 건설업,"25,016,587","12,508,293,500",500,원(KRW),02-2167-9090,서울특별시 영등포구 여의도동 23-6 한국HP빌딩 
1216,298690,에어부산,085101,항공 여객 운송업,"52,070,000","52,070,000,000","1,000",원(KRW),1666-3060,부산광역시 강서구 유통단지1로57번가길 6 
1217,054630,에이디칩스,033309,그외 기타 제품 제조업,"24,692,169","12,346,084,500",500,원(KRW),(031)463-7500,"경기도 안양시 동안구  학의로 282, A동 22층(관양동, 금강펜테리움IT타워) "
1218,200710,에이디테크놀로지,032601,반도체 제조업,"9,252,779","4,921,148,000",500,원(KRW),031-776-7575,"경기도 성남시 분당구 대왕판교로644번길 49801호(삼평동, 디티씨타워) "
1219,140910,에이리츠,126801,부동산 임대 및 공급업,"3,675,909","18,379,545,000","5,000",원(KRW),02-2077-5800,"서울특별시 강남구 언주로 711 9층(논현동, 건설공제조합)"
1220,078520,에이블씨엔씨,032004,기타 화학제품 제조업,"27,033,459","13,516,729,500",500,원(KRW),02-2199-0123,"서울특별시 서초구 서초대로38길 12 13층 (서초동, 마제스타시티타워원)"
1221,298380,에이비엘바이오,032101,기초 의약물질 및 생물학적 제제 제조업,"44,587,000","22,293,500,000",500,원(KRW),031-8018-9800,"경기도 성남시 분당구 대왕판교로 712번길 16, 2층(삼평동) "
1222,203400,에이비온,137001,자연과학 및 공학 연구개발업,"12,396,976","6,198,488,000",500,원(KRW),02-6006-7610,"서울특별시 구로구 디지털로 242915호(구로동,한화비즈메트로 1차) "
1223,003800,에이스침대,033201,가구 제조업,"11,090,000","11,090,000,000","1,000",원(KRW),043 -877 -1881,경기도 성남시 중원구 사기막골로105번길 42 
1224,088800,에이스테크,032604,통신 및 방송 장비 제조업,"34,556,954","17,278,477,000",500,원(KRW),032)458-1975,"인천광역시 남동구  남동서로 237 (논현동,남동공단 24B 5L)"
1225,138360,에이씨티,032004,기타 화학제품 제조업,"27,268,234","13,634,117,000",500,원(KRW),031-695-8233,충청북도 음성군 삼성면 하이텍산단로 62 
1226,039230,에이아이비트,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","62,385,600","31,192,800,000",500,원(KRW),02-3282-7026,"서울특별시 금천구 디지털로9길 99 309호(가산동, 스타밸리)"
1227,050320,에이앤티앤,074605,기계장비 및 관련 물품 도매업,"22,661,761","2,266,176,100",100,원(KRW),02-3443-5811,서울특별시 금천구 가산디지털1로 151 이노플렉스 1차 706호 
1228,015260,에이엔피,032602,전자부품 제조업,"82,784,868","41,392,434,000",500,원(KRW),032-676-9700,경기도 부천시 원미구  도약로 300 (주)에이엔피
1229,234070,에이원알폼,147603,산업용 기계 및 장비 임대업,"3,533,326","1,766,663,000",500,원(KRW),031-8017-5305,충청북도 괴산군 괴산읍 대제산단3길 46 -
1230,072990,에이치시티,137209,기타 과학기술 서비스업,"4,579,934","2,289,967,000",500,원(KRW),031-645-6300,경기도 이천시 마장면 서이천로578번길 74 &nbsp
1231,044990,에이치엔에스하이텍,032602,전자부품 제조업,"7,511,064","3,755,532,000",500,원(KRW),042-866-1300,대전광역시 유성구 테크노1로 62-7(관평동) 
1232,176440,에이치엔티,032602,전자부품 제조업,"13,402,200","6,701,100,000",500,원(KRW),031-739-7897,"경기도 성남시 분당구 판교로 323(삼평동, 벤처포럼빌딩7층) &nbsp"
1233,028300,에이치엘비,033101,선박 및 보트 건조업,"39,171,492","19,585,746,000",500,원(KRW),02-3453-4414,울산광역시 울주군  온산읍 당월로 216-53 
1234,067630,에이치엘비생명과학,137201,"건축기술, 엔지니어링 및 관련 기술 서비스업","36,298,625","18,149,312,500",500,원(KRW),02-2627-6700,"경기도 성남시 분당구 판교로228번길 15 3동 502호(삼평동, 판교세븐벤처밸리 1단지) "
1235,043220,에이치엘비파워,074608,상품 종합 도매업,"59,720,884","29,860,442,000",500,원(KRW),02-544-3301,"서울특별시 강남구 도산대로 333 9층(신사동, 케이플러스타워) "
1236,239610,에이치엘사이언스,031007,기타 식품 제조업,"5,142,148","2,571,074,000",500,원(KRW),031-421-9903,경기도 화성시 봉담읍 동산재길 36 
1237,044780,에이치케이,032902,특수 목적용 기계 제조업,"18,505,787","9,252,893,500",500,원(KRW),031-350-2800,경기도 화성시 양감면 사릅재길 117 
1238,033600,에이코넬,033003,자동차 신품 부품 제조업,"14,454,690","7,227,345,000",500,원(KRW),031 -660 -9900,경기도 평택시  산단로 255 
1239,071670,에이테크솔루션,032902,특수 목적용 기계 제조업,"10,000,000","5,000,000,000",500,원(KRW),031-350-8167,경기도 화성시  정남면 가장로 277 
1240,045660,에이텍,032603,컴퓨터 및 주변장치 제조업,"8,260,000","4,130,000,000",500,원(KRW),031-698-8800,"경기도 성남시 분당구 판교로 289 (삼평동, 에이텍빌딩) "
1241,224110,에이텍티앤,032604,통신 및 방송 장비 제조업,"5,340,000","2,670,000,000",500,원(KRW),031-698-8743,"경기도 성남시 분당구 판교로 289 (삼평동, 에이텍빌딩) "
1242,021080,에이티넘인베스트,116402,신탁업 및 집합투자업,"48,000,000","24,000,000,000",500,원(KRW),02  -555 -0781,서울 강남구 삼성동 168-26 제일빌딩 2층 
1243,089530,에이티세미콘,032601,반도체 제조업,"71,142,450","35,571,225,000",500,원(KRW),031-645-7534,경기도 이천시 마장면 서이천로 138 - 
1244,182400,에이티젠,032101,기초 의약물질 및 생물학적 제제 제조업,"24,814,891","12,407,445,500",500,원(KRW),031-603-9217,"경기도 성남시 분당구 돌마로 172 정자동, 헬스케어혁신파크 1층및6층 "
1245,207490,에이펙스인텍,032804,전구 및 조명장치 제조업,"3,600,000","1,800,000,000",500,원(KRW),054-976-7667,경상북도 칠곡군 가산면 인동가산로 619-9 
1246,109960,에이프로젠 H&G,032604,통신 및 방송 장비 제조업,"178,695,217","89,347,608,500",500,원(KRW),031-782-3422,경기도 성남시 중원구 둔촌대로 545 한라시그마밸리 B1(지하1층) 
1247,007460,에이프로젠 KIC,032509,기타 금속 가공제품 제조업,"100,051,017","50,025,508,500",500,원(KRW),031-782-3433,"경기도 성남시 중원구 둔촌대로 545 경기도 성남시 중원구 둔촌대로545, 비2층 (상대원동, 한라시그마밸리)"
1248,003060,에이프로젠제약,032102,의약품 제조업,"107,882,194","53,941,097,000",500,원(KRW),02-561-4011,"서울특별시 송파구 오금로19길 6 301호(방이동, 강호빌딩)"
1249,089970,에이피티씨,032902,특수 목적용 기계 제조업,"23,234,595","2,323,459,500",100,원(KRW),031-645-1000,경기도 이천시 마장면 서이천로 58-47 
1250,214870,에치디프로,032604,통신 및 방송 장비 제조업,"14,812,147","7,406,073,500",500,원(KRW),032-683-7903,경기도 부천시 오정구 신흥로362번길 23 (내동) 
1251,230240,에치에프알,032604,통신 및 방송 장비 제조업,"58,910,104","5,891,010,400",100,원(KRW),031-712-7768,"경기도 성남시 분당구 성남대로43번길 10 하나EZ타워 5층(구미동, 하나EZ타워)"
1252,064510,에코마이스터,032902,특수 목적용 기계 제조업,"12,659,207","6,329,603,500",500,원(KRW),032-576-0501,인천광역시 서구 정서진로 117 &nbsp
1253,230360,에코마케팅,137103,광고업,"16,198,937","1,619,893,700",100,원(KRW),02-2182-1100,"서울특별시 강남구 학동로 343 14층(논현동, 포바강남타워)"
1254,038870,에코바이오,147401,사업시설 유지·관리 서비스업,"11,567,109","5,783,554,500",500,원(KRW),02-3483-2900,서울 서초구 서초동 1302-7 토탈에코빌딩 
1255,128540,에코캡,033003,자동차 신품 부품 제조업,"14,558,800","1,455,880,000",100,원(KRW),052-264-1681,울산광역시 울주군 언양읍 반천반송산업로 137-66 
1256,086520,에코프로,032004,기타 화학제품 제조업,"22,090,191","11,045,095,500",500,원(KRW),043-240-7700,충청북도 청주시 청원구 오창읍 과학산업2로 587-40 주식회사 에코프로 
1257,038110,에코플라스틱,033003,자동차 신품 부품 제조업,"25,669,370","12,834,685,000",500,원(KRW),054-770-3255,경상북도 경주시  공단로69번길 30 에코플라스틱(주) 
1258,073540,에프알텍,032604,통신 및 방송 장비 제조업,"11,400,000","5,700,000,000",500,원(KRW),031-470-1515,"경기도 안양시 동안구 시민대로327번길 11-25 (관양동,에프알텍타워)"
1259,064850,에프앤가이드,116601,금융 지원 서비스업,"11,015,420","5,507,710,000",500,원(KRW),02-769-7700,서울특별시 강서구 마곡중앙2로 61 
1260,064090,에프앤리퍼블릭,074608,상품 종합 도매업,"59,763,437","29,881,718,500",500,원(KRW),032-326-8052,서울특별시 강남구 봉은사로 214 8F(역삼동)
1261,036810,에프에스티,032602,전자부품 제조업,"20,233,814","10,116,907,000",500,원(KRW),031-370-0700,경기도 화성시 동탄면 동탄산단6길 15-23 에프에스티
1262,173940,에프엔씨엔터,105902,오디오물 출판 및 원판 녹음업,"14,364,880","7,182,440,000",500,원(KRW),070-4659-0222,서울시 강남구 청담동 111 
1263,083500,에프엔에스테크,032902,특수 목적용 기계 제조업,"7,015,485","3,507,742,500",500,원(KRW),041-584-4460,충청남도 천안시 서북구 직산읍 4산단2길 19 
1264,065160,에프티이앤이,032005,화학섬유 제조업,"67,990,951","33,995,475,500",500,원(KRW),02-3489-3300,서울특별시 서초구 효령로 23-1 
1265,054940,엑사이엔씨,064204,실내건축 및 건축마무리 공사업,"33,173,548","16,586,774,000",500,원(KRW),(02) 3289-5100,서울특별시 구로구  디지털로 288 
1266,950130,엑세스바이오,032103,의료용품 및 기타 의약 관련제품 제조업,"27,064,930",0,0,미국달러(USD),1-732-873-4040,"65 Clyde Road Suite A Somerset NJ 08873, USA "
1267,205100,엑셈,105802,소프트웨어 개발 및 공급업,"33,249,362","3,324,936,200",100,원(KRW),02-6203-6300,"서울특별시 강서구 양천로 583 에이동 1208호(염창동, 우림비즈니스센터)"
1268,092870,엑시콘,032902,특수 목적용 기계 제조업,"8,883,500","4,441,750,000",500,원(KRW),031-696-3100,"경기도 성남시 분당구 판교로 255번길 28, 7층(삼평동, 디에이치케이솔루션빌딩) &nbsp"
1269,067570,엔브이에이치코리아,033003,자동차 신품 부품 제조업,"28,722,222","14,361,111,000",500,원(KRW),054-779-1822,울산광역시 북구 모듈화산업로 207-14엔브이에이치코리아(주) 
1270,140610,엔솔바이오사이언스,137001,자연과학 및 공학 연구개발업,"8,605,446","4,302,723,000",500,원(KRW),042-939-4500,대전광역시 유성구 테크노10로 51(탑립동) 
1271,101400,엔시트론,032601,반도체 제조업,"103,483,401","10,348,340,100",100,원(KRW),02-6340-1000,"경기도 성남시 분당구 판교로255번길 35 (삼평동, 실리콘파크 A동 8층)"
1272,036570,엔씨소프트,105802,소프트웨어 개발 및 공급업,"21,939,022","10,969,511,000",500,원(KRW),02-2186-3300,서울특별시 강남구 테헤란로 509(삼성동) 
1273,217820,엔에스,032902,특수 목적용 기계 제조업,"4,900,000","2,450,000,000",500,원(KRW),043-218-7056,충청북도 청주시 청원구 오창읍 각리1길 27 
1274,138250,엔에스쇼핑,074709,무점포 소매업,"33,696,000","16,848,000,000",500,원(KRW),02-6336-1516,경기도 성남시 분당구 판교로228번길 15 
1275,031860,엔에스엔,074608,상품 종합 도매업,"21,072,604","10,536,302,000",500,원(KRW),02-2106-5417,"서울특별시 강남구 삼성로100길 24-2 601호(삼성동, 오트리스빌딩2) "
1276,224760,엔에스컴퍼니,064102,토목 건설업,"3,939,700","1,969,850,000",500,원(KRW),052-289-2888,경상북도 경주시 외동읍 구어2산단로 127 -
1277,256630,엔에이치스팩10호,116601,금융 지원 서비스업,"7,000,000","700,000,000",100,원(KRW),02-750-5546,서울특별시 영등포구 여의대로 60 &nbsp
1278,256840,엔에이치스팩11호,116601,금융 지원 서비스업,"6,830,000","683,000,000",100,원(KRW),02-750-5546,"서울특별시 영등포구 여의대로 60 (여의도동, 8층) "
1279,273060,엔에이치스팩12호,116601,금융 지원 서비스업,"7,510,000","751,000,000",100,원(KRW),02-750-5519,서울특별시 영등포구 여의대로 60 &nbsp
1280,310840,엔에이치스팩13호,116601,금융 지원 서비스업,"3,420,000","342,000,000",100,원(KRW),02-750-5519,서울특별시 영등포구 여의대로 60 &nbsp
1281,208860,엔지스테크널러지,105802,소프트웨어 개발 및 공급업,"9,381,540","4,690,770,000",500,원(KRW),02-1522-9060,서울특별시 성동구 아차산로 49 서울숲코오롱디지털타워 3차 10층 
1282,183490,엔지켐생명과학,032101,기초 의약물질 및 생물학적 제제 제조업,"7,731,994","3,865,997,000",500,원(KRW),043-652-2845,충청북도 제천시 바이오밸리로 59 &nbsp
1283,085310,엔케이,032501,"구조용 금속제품, 탱크 및 증기발생기 제조업","79,983,352","39,991,676,000",500,원(KRW),051-204-2211,부산광역시 강서구 녹산산단17로 113(주)엔케이 
1284,262760,엔케이맥스,032102,의약품 제조업,"16,820,000","8,410,000,000",500,원(KRW),031-603-9219,"경기도 성남시 분당구 돌마로 172 (정자동, 분당서울대학교 "
1285,009810,엔케이물산,074607,기타 전문 도매업,"81,238,723","40,619,361,500",500,원(KRW),02-6000-7800,"서울특별시 광진구 광나루로56길 85 10층(구의동, 테크노마트21)"
1286,206400,엔터메이트,105802,소프트웨어 개발 및 공급업,"45,435,833","4,543,583,300",100,원(KRW),02-3461-2150,"서울특별시 서초구 남부순환로 2634-27 성원빌딩 1층, 2층"
1287,069410,엔텔스,105802,소프트웨어 개발 및 공급업,"6,899,227","3,449,613,500",500,원(KRW),02-3218-1200,"서울특별시 강남구 학동로 401 15층(청담동, 금하빌딩)"
1288,004250,엔피씨,032202,플라스틱제품 제조업,"36,720,000","21,000,000,000",500,원(KRW),031-362-2851,경기도 안산시 단원구  해안로 289 엔피씨(주) 
1289,048830,엔피케이,032002,합성고무 및 플라스틱 물질 제조업,"18,723,923","9,361,961,500",500,원(KRW),031-730-0650,경기도 성남시 중원구  갈마치로 215 금강펜테리움IT타워 A-708
1290,096870,엘디티,032601,반도체 제조업,"6,678,400","3,339,200,000",500,원(KRW),041-520-7300,충청남도 천안시 서북구  한들1로 126-33 
1291,276240,엘리비젼,032605,영상 및 음향기기 제조업,"2,340,720","1,170,360,000",500,원(KRW),032-576-3050,"인천광역시 남동구 논현고잔로 109번길 105, 비동 202호(고잔동) "
1292,900140,엘브이엠씨,116409,기타 금융업,"47,869,508","11,967,377",0.25,미국달러(USD),070-8615-4824,"PO Box 309, Ugland House, Grand Cayman, KY1-1104, Cayman Islands "
1293,061970,엘비세미콘,032601,반도체 제조업,"43,784,592","21,892,296,000",500,원(KRW),031-680-1600,경기도 평택시 청북면 청북산단로 138 
1294,138690,엘아이에스,032902,특수 목적용 기계 제조업,"15,529,605","7,764,802,500",500,원(KRW),070-7162-7205,경기도 의왕시  경수대로391번길 14 (주)엘티에스 
1295,290650,엘앤씨바이오,032102,의약품 제조업,"7,234,332","3,617,166,000",500,원(KRW),031-776-2975,"경기도 성남시 중원구 둔촌대로 474, 605호, 606호, 607호 (선텍시티) "
1296,066970,엘앤에프,032802,일차전지 및 축전지 제조업,"24,757,675","12,378,837,500",500,원(KRW),(053)592-7300,대구광역시 달서구  달서대로91길 120 
1297,156100,엘앤케이바이오,032701,의료용 기기 제조업,"10,778,736","5,389,368,000",500,원(KRW),02-6717-1911,경기도 용인시 기흥구 동백중앙로16번길 16-25 201호 &nbsp
1298,311060,엘에이티,032902,특수 목적용 기계 제조업,"1,059,100","529,550,000",500,원(KRW),03180195050,"경기도 수원시 권선구 서부로 1433-100, 수원산업2단지(고색동) "
1299,073110,엘엠에스,032703,사진장비 및 광학기기 제조업,"8,895,755","4,522,877,500",500,원(KRW),031-421-2345,경기도 평택시 진위면 진위산단로 53-73 
1300,083310,엘오티베큠,032902,특수 목적용 기계 제조업,"13,258,256","6,629,128,000",500,원(KRW),031-677-4431,경기도 안성시 공단1로 68 
1301,037950,엘컴텍,032602,전자부품 제조업,"84,447,519","42,223,759,500",500,원(KRW),031-379-5258,경기 평택시 진위면 갈곶리 110-1 
1302,170920,엘티씨,032001,기초 화학물질 제조업,"7,519,943","3,759,971,500",500,원(KRW),031-383-6525,경기도 화성시 마도면 청원산단8길 114 (경기화성바이오밸리) 
1303,183350,엘피케이,032902,특수 목적용 기계 제조업,"4,698,324","2,349,162,000",500,원(KRW),032-341-1645,인천광역시 계양구 아나지로 402 인천광역시 계양구 아나지로 402(작전동)
1304,058630,엠게임,105802,소프트웨어 개발 및 공급업,"19,543,877","9,771,938,500",500,원(KRW),02-523-5854,서울특별시 금천구  가산디지털1로 145 에이스하이엔드타워3차 
1305,058970,엠로,105802,소프트웨어 개발 및 공급업,"4,815,000","2,407,500,000",500,원(KRW),02-785-9848,"서울특별시 영등포구 당산로41길 11, 이동 5층(당산동4가, 당산에스케이브이1센터) "
1306,019590,엠벤처투자,116402,신탁업 및 집합투자업,"60,142,180","30,071,090,000",500,원(KRW),02  -6000-5537,서울특별시 강남구  테헤란로87길 36 도심공항타워 2503호
1307,097520,엠씨넥스,032605,영상 및 음향기기 제조업,"14,251,904","7,125,952,000",500,원(KRW),02-2025-3600,"서울특별시 금천구  디지털로9길 47 (가산동, 한신IT타워2차 11층) "
1308,179290,엠아이텍,032701,의료용 기기 제조업,"30,423,558","15,211,779,000",500,원(KRW),070-4304-7443,"경기도 평택시 진위면 하북2길 174 (진위면, 주식회사엠아이텍) "
1309,225860,엠앤씨생명과학,032004,기타 화학제품 제조업,"11,358,092","1,135,809,200",100,원(KRW),031-731-1401,"경기도 성남시 중원구 갈마치로 215 A동 807호(상대원동, 금강펜테리움아이티타워)"
1310,009780,엠에스씨,031007,기타 식품 제조업,"17,600,000","8,800,000,000",500,원(KRW),055 -389 -1001,경남 양산시 웅상읍 소주리 439-13 
1311,123040,엠에스오토텍,033003,자동차 신품 부품 제조업,"27,205,022","13,602,511,000",500,원(KRW),054-7701810,경상북도 경주시  내남면 포석로 16-9 
1312,251960,엠에프엠코리아,031403,편조의복 제조업,"10,400,000","5,200,000,000",500,원(KRW),02-531-5780,"서울특별시 강남구 도곡로 204, 4층(도곡동, 동신빌딩) "
1313,032790,엠젠플러스,074605,기계장비 및 관련 물품 도매업,"14,720,787","7,360,393,500",500,원(KRW),02-3412-8777,서울특별시 서초구 효령로 83 엠젠플러스빌딩 (방배동)
1314,033160,엠케이전자,032602,전자부품 제조업,"21,807,689","10,903,844,500",500,원(KRW),031-330-1900,경기도 용인시 처인구 포곡읍 금어로 405 엠케이전자 
1315,204020,엠코르셋,031401,봉제의복 제조업,"10,073,715","5,356,191,500",500,원(KRW),02-6907-8888,"서울특별시 강남구 언주로151길 7, 2층 (신사동, 주성빌) "
1316,259630,엠플러스,032902,특수 목적용 기계 제조업,"5,111,890","2,555,945,000",500,원(KRW),043-272-7079,충청북도 청주시 흥덕구 옥산면 옥산산단로 27 엠플러스 사옥 
1317,115960,연우,032202,플라스틱제품 제조업,"12,398,000","6,199,000,000",500,원(KRW),032-575-8811,인천광역시 서구 가좌로84번길 13 &nbsp
1318,090740,연이정보통신,032602,전자부품 제조업,"16,000,000","8,000,000,000",500,원(KRW),041-620-1500,충청남도 천안시 서북구  직산읍 4산단6길 77 
1319,014440,영보화학,032202,플라스틱제품 제조업,"20,000,000","10,000,000,000",500,원(KRW),042-822-0603,충청북도 청주시 흥덕구 강내면 서부로 230-23 
1320,007530,영신금속,032509,기타 금속 가공제품 제조업,"12,832,968","6,416,484,000",500,원(KRW),02  -855 -6960,경기도 평택시  포승읍 포승공단로118번길 118 
1321,143540,영우디에스피,032902,특수 목적용 기계 제조업,"12,194,466","6,097,233,000",500,원(KRW),041-418-4871,충청남도 천안시 서북구 성거읍 새터길 164 -
1322,111770,영원무역,074608,상품 종합 도매업,"44,311,468","22,155,734,000",500,원(KRW),390-6114,서울특별시 중구  만리재로 159 
1323,009970,영원무역홀딩스,116409,기타 금융업,"13,635,592","6,817,796,000",500,원(KRW),02-390-6000,서울특별시 중구 만리재로 159 (주)영원무역
1324,036180,영인프런티어,074605,기계장비 및 관련 물품 도매업,"17,600,341","8,800,170,500",500,원(KRW),02-2140-3300,"서울특별시 금천구 벚꽃로 244 1101호(가산동, 벽산디지털밸리5차)"
1325,003520,영진약품,032102,의약품 제조업,"182,892,731","91,446,365,500",500,원(KRW),02-2041-8200,서울특별시 송파구 올림픽로35다길 13 국민연금 잠실사옥 2~3층
1326,000670,영풍,032402,1차 비철금속 제조업,"1,842,040","9,210,200,000","5,000",원(KRW),02-519-3314,서울특별시 강남구  강남대로 542 
1327,036560,영풍정밀,032901,일반 목적용 기계 제조업,"15,750,000","7,875,000,000",500,원(KRW),02-519-3523,서울특별시 강남구 강남대로 542 
1328,006740,영풍제지,031702,"골판지, 종이 상자 및 종이용기 제조업","22,200,000","11,100,000,000",500,원(KRW),031-660-8200,경기도 평택시 진위면 서탄로 9 
1329,242850,영현무역,074601,상품 중개업,"1,620,000","810,000,000",500,원(KRW),02-851-1827,서울특별시 구로구 디지털로 271 벽산디지털밸리Ⅲ2층 212호 
1330,012280,영화금속,033003,자동차 신품 부품 제조업,"45,451,006","23,597,333,000",500,원(KRW),055-551-7500,경상남도 창원시 진해구  남의로 57 (남양동) 
1331,265560,영화테크,033003,자동차 신품 부품 제조업,"5,345,090","2,672,545,000",500,원(KRW),041-585-2685,충청남도 아산시 둔포면 아산밸리로 132 &nbsp
1332,012160,영흥철강,032401,1차 철강 제조업,"85,826,509","42,913,254,500",500,원(KRW),02-2077-8522,충청남도 보령시 주교면 관창공단길 50 -
1333,036000,예림당,105801,"서적, 잡지 및 기타 인쇄물 출판업","23,034,277","11,617,138,500",500,원(KRW),02-566-1004,"서울시 성동구 아차산로 153
(성수동2가, 예림출판문화센터) "
1334,053280,예스24,074709,무점포 소매업,"17,200,000","8,600,000,000",500,원(KRW),02-3215-9100,서울특별시 영등포구 은행로 11 
1335,015360,예스코홀딩스,116409,기타 금융업,"6,000,000","30,000,000,000","5,000",원(KRW),02-3390-3010,서울특별시 용산구 한강대로 92 LS 용산타워 
1336,122640,예스티,032902,특수 목적용 기계 제조업,"11,001,835","5,500,917,500",500,원(KRW),031-612-3337,경기도 평택시 진위면 삼남로 654 &nbsp
1337,179720,옐로페이,105802,소프트웨어 개발 및 공급업,"11,250,000","5,625,000,000",500,원(KRW),02-6354-9115,"서울특별시 강남구 역삼로 415서울특별시 강남구 역삼로 415, 5층(대치동, 성진빌딩) "
1338,900300,오가닉티코스메틱,116409,기타 금융업,"56,925,000","346,362,612",0,중국위안(CNY),86-599-8508611,"20th Floor, Alexandra House 18 Chater Road, Central Hong Kong &nbsp"
1339,045060,오공,032004,기타 화학제품 제조업,"16,941,974","8,470,987,000",500,원(KRW),032 -822 -5050,인천광역시 남동구  함박뫼로 341 
1340,080520,오디텍,032601,반도체 제조업,"11,746,609","5,873,304,500",500,원(KRW),063-263-7626,전라북도 완주군 봉동읍 완주산단5로 87 
1341,007310,오뚜기,031007,기타 식품 제조업,"3,605,237","18,026,185,000","5,000",원(KRW),031-421-2122,경기도 안양시 동안구  흥안대로 405 
1342,079440,오렌지라이프,116501,보험업,"82,000,000","82,000,000,000","1,000",원(KRW),02-2020-8382,"서울특별시 중구 세종대로7길 37 (순화동, 오렌지센터)"
1343,039830,오로라,137302,전문디자인업,"10,762,890","5,381,445,000",500,원(KRW),02  -3420-4114,서울특별시 강남구 테헤란로 624 오로라빌딩 
1344,046120,오르비텍,137209,기타 과학기술 서비스업,"23,790,573","11,895,286,500",500,원(KRW),02-852-2223,"서울특별시 금천구 범안로 1130 8층(가산동, 가산디지털엠파이어)"
1345,014940,오리엔탈정공,033101,선박 및 보트 건조업,"45,573,661","22,786,830,500",500,원(KRW),(051)202-0101,부산광역시 강서구  녹산산단289로 6 오리엔탈정공
1346,002630,오리엔트바이오,032102,의약품 제조업,"168,535,104","84,267,552,000",500,원(KRW),031-730-6036,경기 성남시 중원구 상대원동 143-1
1347,065500,오리엔트정공,033003,자동차 신품 부품 제조업,"117,214,562","58,607,281,000",500,원(KRW),031-730-6707,경상북도 구미시 수출대로 9-1 26-5(공단동)
1348,271560,오리온,031007,기타 식품 제조업,"39,536,132","19,768,066,000",500,원(KRW),02-710-6000,서울특별시 용산구 백범로90다길 13 
1349,001800,오리온홀딩스,116409,기타 금융업,"62,645,422","31,322,711,000",500,원(KRW),02-710-6000,서울특별시 용산구  백범로90다길 13 (주)오리온 
1350,010470,오리콤,137103,광고업,"11,498,750","11,498,750,000","1,000",원(KRW),02-510-4077,서울특별시 강남구  언주로 726 두산빌딩 
1351,053980,오상자이엘,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","17,747,882","8,873,941,000",500,원(KRW),032-524-0700,인천 부평구 부평동 604-15 
1352,052420,오성첨단소재,032202,플라스틱제품 제조업,"49,717,899","24,920,233,500",500,원(KRW),041-583-8780,충청남도 아산시  음봉면 산동로 433-31 
1353,241790,오션브릿지,032004,기타 화학제품 제조업,"9,238,010","4,619,005,000",500,원(KRW),031-8052-9030,경기도 안성시 양성면 동항공단길 49 
1354,039200,오스코텍,032102,의약품 제조업,"28,101,839","14,050,919,500",500,원(KRW),031-628-7613,"경기도 성남시 분당구  대왕판교로 700 A-901(삼평동,코리아바이오파크)"
1355,226400,오스테오닉,032701,의료용 기기 제조업,"8,458,466","4,229,233,000",500,원(KRW),02-6902-8400,서울특별시 구로구 디지털로29길 38 에이스테크노타워Ⅲ1206호 
1356,031510,오스템,033003,자동차 신품 부품 제조업,"26,000,000","13,000,000,000",500,원(KRW),041 -559 -2340,충청남도 천안시 동남구 수신면 수신로 739 
1357,048260,오스템임플란트,032701,의료용 기기 제조업,"14,285,717","7,142,858,500",500,원(KRW),02-2016-7000,서울 금천구 가산동426-5 월드메르디앙벤처센터2차8층 
1358,138080,오이솔루션,032604,통신 및 방송 장비 제조업,"7,739,532","3,869,766,000",500,원(KRW),062-602-7631,광주광역시 북구 첨단연신로30번길 53 -
1359,080580,오킨스전자,032602,전자부품 제조업,"6,200,000","3,100,000,000",500,원(KRW),031-460-3500,"경기도 의왕시 오전공업길 13, 6층 (오전동, 벽산선영테크노피아) &nbsp"
1360,067170,오텍,033004,자동차 재제조 부품 제조업,"15,391,605","7,695,802,500",500,원(KRW),02-2628-0660,충청남도 예산군  고덕면 예덕로 1033-36 
1361,173130,오파스넷,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","4,025,902","2,012,951,000",500,원(KRW),02-568-6727,"서울특별시 강남구 삼성로 524, 2층(삼성동, 세화빌딩) "
1362,049480,오픈베이스,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","31,422,383","15,711,191,500",500,원(KRW),02  -3404-5601,"서울특별시 서초구  매헌로 16 (양재동, 하이브랜드 리빙관4층)"
1363,226950,올릭스,137001,자연과학 및 공학 연구개발업,"6,503,921","3,251,960,500",500,원(KRW),031-779-8400,경기도 수원시 영통구 대학4로 17 에이스광교타워1 1014호 &nbsp
1364,057540,옴니시스템,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","40,679,015","20,339,507,500",500,원(KRW),031-883-5400,경기도 여주군  가남면 연삼로 284 
1365,057680,옴니텔,105802,소프트웨어 개발 및 공급업,"33,698,640","16,849,320,000",500,원(KRW),02-2181-8000,서울특별시 동작구 여의대방로62길 1 3층
1366,123010,옵토팩,032602,전자부품 제조업,"4,987,409","2,493,704,500",500,원(KRW),043-218-7866,충청북도 청주시 흥덕구 옥산면 과학산업1로 114 &nbsp
